what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399227533296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399227533296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399227533421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399227535796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399227537515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399227537515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399227537625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399227538531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399227540328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399227540328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399227540718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399227541343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399227541687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399227541687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399227542046
activated,view,com.android.ide.eclipse.ddms,22.3.0.v201310242005-887826,"com.android.ide.eclipse.ddms.views.LogCatView",1399230182343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399230182359
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399230182390
activated,view,com.android.ide.eclipse.ddms,22.3.0.v201310242005-887826,"com.android.ide.eclipse.ddms.views.LogCatView",1399230182406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399230184468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399230184468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399230184578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399230245968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399230253875
