what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399246857453
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1399246864359
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399246871375
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399246871468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1399246899687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399246900203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399246948562
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399246949875
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399246950562
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399246951171
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399246951781
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399246952734
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1399246999890
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399247000156
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399247000265
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399247002625
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1399247027312
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399247039296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399247342765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399247342765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399247342890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399247416718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399248272671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399251542203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399251547234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399251547234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399251547359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399251830562
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399252047046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399252729671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399257097281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1399257143234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399257143546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1399257143562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1399257143765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399257144468
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1399257145515
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1399257146656
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1399257147265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399257148140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1399257148156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399257177812
